82,PALACIOS RAMIREZ TANNYA VANESSA,CALLE MINERA MEXICO.,115,,MORALES.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Tannya Vanessa Palacios Ramirez.,444 326 79 45,tannya_2509@hotmail.com,,444 811 48 47,,,0
83,"SERVICIOS AUXILIARES DEL CENTRO, S.A. DE C.V. ",CALLE NINO ARTILLERO. ,240-A 2,,VIVEROS.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Ing. Arturo Gonzalez Romero.,444 293 36 06,ventas2@sacsaclean.com,gerencia@sacsaclean.com,01 444 811 70 90,01 444 128 49 99,D:\Practicante\Desktop\Imagenes Contratos\83_Logo.jpg,0
84,PALACIOS AGUINAGA JOSE ALVARO ,CALLE MINERA MEXICO.,115,,MORALES.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Jose Alvaro Palacios Aguinaga., 444 261 88 21,jalvaradop@yahoo.com,,01 444 811 48 47,,,0
85,"CORPORATIVO DE SERVICIOS EN CONSTRUCCION, S. DE R.L. DE C.V.",CAMINO A SAN RAFAEL.,6005,,VENADILLO,,MEXICO.,SINALOA.,MAZATLAN.,Ing. Zeferino Jimenez Hernandez.,492-153-21-53,jorge.armas@grupoarhe.mx,zeferino.jimenez@coseco.mx,669 112 11 79,,D:\Practicante\Desktop\Imagenes Contratos\85_Logo.jpg,0
86,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI - (LAB. DE MATERIALES DE CONSTRUCCION),CALLE ALVARO OBREGON.,64,,CENTRO.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Ing. Mario Betancourt.,444 849 07 65,mario.betancourt@uaslp.mx,laboratoriolam4c@gmail.com,444 826 23 00 EXT. 6049,,,0
87,QUEZADA RODRIGUEZ JAVIER ONAZIS ,CALLE CERRO DEL OBISPO.,132,,MARIA CECILIA.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Javier Onazis Quezada Rodriguez.,,quezada.mantenimiento@gmail.com,,444 425 86 83,444 823 20 85,,0
88,CENTENO CARDENAS CARMEN,AV V CARRANZA. ,1406,,CALDERA CAP.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Q.F.B. Carmen Centeno Cardenas.,,labcenteno@hotmail.com,,(444) 813-4052,(444) 825-5529,,0
89,"SERVICIOS MECANICOS INDUSTRIAL DE PARRAL, S. DE R.L. C.V.",FRESNITO.,12,,SAN URIEL.,,MEXICO.,CHIHUAHUA.,HIDALGO DEL PARRAL.,Ing. Hector Gabriel Melendez Cuellar.,,hectormelendez2@hotmail.com,angel.pilo@serviciosmecanicosdeparral.com.mx,01 627 111 38 23,01 627 123 93 83,,0
90,"MANTENIMIENTO Y DISTRIBUCION DE MAQUINARIA, S. DE R.L. DE C.V.",CALLE ARROYO DEL ARANJUEZ.,7,,PASEOS DEL ALMANCEÑA.,,MEXICO.,CHIHUAHUA.,HIDALGO DEL PARRAL.,Lic. Martin Jaime Muñoz Chávez.,01 627 106 44 78,martin_munoz@madimsa.com,eduardo_medrano@madimsa.com,627 522 02 93,,D:\Practicante\Desktop\Imagenes Contratos\90_Logo.jpg,0
91,"CENTRO DE CALIDAD AMBIENTAL, S.C.",CALLE RIO MAYO. ,2704,, JUNTA DE LOS RIOS.,,MEXICO.,CHIHUAHUA.,CHI.,Ing. Margarita Aguilar.,,maguilar@ccambiental.com,morozco@ccambiental.com,614 424 43 65,,D:\Practicante\Desktop\Imagenes Contratos\91_Logo.jpg,0
92,"MH ELECTRICIDAD E INGENIERIA, S.A. DE C.V. ",CALLE TRAVERTINO.,208,,LAS PIEDRAS.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,T.M.E. Julio Mendez Martinez. ,044 444 416 57 88,mheisa.electricidad@gmail.com,,01 [444] 811 13 61,01 444 811 06 92,D:\Practicante\Desktop\Imagenes Contratos\92_Logo.jpg,0
93,PEREZ CERVANTES ROBERTO,GUADALUPE VAZQUEZ.,300,,PROF. GRACIANO SANCHEZ 2 SECC.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Roberto Perez Cervantes .,444 113-91-83,perez.1974@live.com.mx,,8-42-66-85 ,,,0
94,NEGRETE MORENO JUANA ,PRIV. HIDALGO., S/N,,PARDO.,,MEXICO.,SAN LUIS POTOSI.,VILLA DE REYES.,Juan Martin Maya Maya.,44 41 48 9560,afisco44@yahoo.com.mx,inst.juananegrete@gmail.com,444 123 25 33,,,0
95,"RO-K, S.A. DE C.V.",AV. SOLIDARIDAD LAS TORRES., 2737 A,,EL SEMINARIO.,,MEXICO.,CDMX.,TOLUCA.,Tania Garcia.,,recepcion_99@hotmail.com,corazon9@prodigy.net.mx,(492) 923 59 59,,D:\Practicante\Desktop\Imagenes Contratos\95_Logo.jpg,0
96,"ACE DURAFLO DE MEXICO, S.A. DE C.V.",CALLE 10 DE MAYO.,175,,CENTRO.,,MEXICO.,NUEVO LEON.,STA. CATARINA.,Julian Garza.,811 212 43 17,jgarza@flowtuberias.com,agallegos@flowtuberias.com,818 388 11 00,811 281 17 25,D:\Practicante\Desktop\Imagenes Contratos\96_Logo.jpg,0
97,"EISS ENTERPRISE INTEGRAL SECURITY ADVISORS, S.A. DE C.V.",AV. UNIVERSIDAD., 1821 D,,BARRIO OXTOPULCO UNIVERSIDAD.,,MEXICO.,CDMX.,COYOACAN.,Alejandro Sánchez García., 556 805 90 78,asanchez@securityadvisors.com.mx,, 555 661 01 12,,D:\Practicante\Desktop\Imagenes Contratos\97_Logo.jpg,0
98,"DIVISION ESTRATEGIA INTEGRAL, S.A. DE C.V. ",PRIVADA COCOYOC CALLE 4.,115,,FRACC. PRIVADAS DE LA HACIENDA.,,MEXICO.,SAN LUIS POTOSI.,SOLEDAD DE GRACIANO S.,Jesus guadalupe pantoja montiel.,,d.estrategiaintegralslp@gmail.com,,(444) 1-12-33-51,01 (444) 266 76 62,D:\Practicante\Desktop\Imagenes Contratos\98_Logo.jpg,0
99,CORPORATIVO GAVRIL S.A. DE C.V. ,CALLE AMATISTA.,538,,ESMERALDA.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Ana Teresa Mendez Ramirez.,,gavril.seguridad@hotmail.com,corporativogavril@hotmail.com,(444) 211 93 27,,D:\Practicante\Desktop\Imagenes Contratos\99_Logo.jpg,0
100,"VARNOST, S.A. DE C.V.",CALLE ARENISCA.,621,,TECNOLOGICO.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Jose Cesar Baudelio Cardenas Salas.,044 444 235 29 14,gerencia_varnost@outlook.com,,(444) 811-70-99,,D:\Practicante\Desktop\Imagenes Contratos\100_Logo.jpg,0
101,"SEGURIDAD CONFIABLE, S.A. DE C.V.",ZARAGOZA PTE.,301,,CENTRO.,,MEXICO.,COAHUILA.,SABINAS.,Ramiro Villareal Gomez.,8110-449717,victor.lopez@sdo.com.mx,ramiro.villarreal@seguridadconfiable.com,01 (861) 612 68 68,01 811 522 50 40,D:\Practicante\Desktop\Imagenes Contratos\101_Logo.jpg,0
102,"RED RECOLECTOR, S.A. DE C.V.",PERIFERICO ORIENTE KM 18-4. ,S/N,,FRACC. RIVER.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Gloria Guzman Monroy.,444 216 24 96,gloria.guzman@redambiental.com,ventas@redambiental.com,444 151 03 82 AL 85,151-03-82 al 85 Ext. 4004,D:\Practicante\Desktop\Imagenes Contratos\102_Logo.jpg,0
103,"GEN INDUSTRIAL, S.A. DE C.V.",EJE 118. ,100,,ZONA INDUSTRIAL.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Juan Javier Vargas Estevez.,444 171 26 17,jjvargas@pasa.mx,jrescorza@pasa.mx,444 82457 76 EXT 108,,D:\Practicante\Desktop\Imagenes Contratos\103_Logo.jpg,0
104,"RESIDUOS MEXICANOS, S.A. DE C.V.",CORDILLERA ARAKAN. ,645,,LOMAS 4a. SECC.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Osiris Aaron Silos.,044 444 204 32 18,ventas2@grupoverden.com,gerenciaventas@grupoverden.com,444 825 52 63,444 825 62 19,D:\Practicante\Desktop\Imagenes Contratos\104_Logo.jpg,0
105,JULIO CESAR RENTERIA RODRIGUEZ,RETORNO 1.,208,,FOVISSSTE.,,MEXICO.,CHIHUAHUA.,HIDALGO DEL PARRAL.,Julio Cesar Renteria Rodriguez.,627 112 94 26,jcrr82@live.com.mx,, 627 523 05 34,,,0
106,"JC OPERADORA COMERCIAL, S.A. DE C.V.",AV. INDUSTRIAS. ,422,,ESMERALDA.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Rosa María Escareño C.,,roma.escareno@jco.mx,info@jco.mx,(444)810 5050 Ext. 107,(444) 816 49 52,D:\Practicante\Desktop\Imagenes Contratos\106_Logo.jpg,0
107,ECOSERVICIOS DEL NORTE S.A. DE C.V.,MANANTIAL.,1494,,FUENTES DEL VALLE.,,MEXICO.,CHIHUAHUA.,CD. JUAREZ.,,,,,,,,0
108,"CENTRO DE ESTUDIOS, SERVICIOS Y CONSULTORIAS AMBIENTALES, S.A. DE C.V.",ANAHUAC.,625,,TEQUISQUIAPAN.,78210,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Dr. Marcos G. Monroy Fernandez.,4441650972,marcos.monroy@cescaambiental.com,marcosmonroyf@gmail.com,01 444 841 1749,01 444 841 17 59,,0
109,"CORPORATIVO COMEXSA, S.A. DE C.V.",XOLA.,1558,,NARVARTE PONIENTE.,,MEXICO.,CDMX.,CDMX.,Francisco Enrique Garcia Ruiz.,56380873 Ext.102,FRANCISCOGARCIA@COMEXSA.COM.MX,ventas1@comexsa.com.mx,555 638 08 73 EXT. 102,,,0
110,"NOVA CONSULTORES AMBIENTALES, S.A. DE C.V.",JOSE MARIA OLLOQUI.,107 - 602,,DEL VALLE SUR. ,3100,MEXICO.,CDMX.,CDMX.,Fís. Francisco Novelo Burbante.,,novaconsultores@prodigy.net.mx,,555 595 36 41,,D:\Practicante\Desktop\Imagenes Contratos\110_Logo.jpg,0
111,SERVICIO GEOLOGICO MEXICANO,BLVD. FELIPE ANGELES KM 93.5-4.,,,VENTA PRIETA.,,MEXICO.,HIDALGO.,PACHUCA.,Ing. Jose Efrain Salas Hernandez.,,efrainsalas@sgm.gob.mx,,771 711 42 66 EXT. 1256,,D:\Practicante\Desktop\Imagenes Contratos\111_Logo.jpg,0
112,BUCHANAN BERUMEN ALDO ,HEROICO COLEGIO MILITAR.,203,,CENTRO.,,MEXICO.,ZACATECAS.,FRESNILLO.,Ing. Aldo Buchanan Berumen.,493 101 76 28,incama@prodigy.net.mx,,(493) 93 3 32 52,,D:\Practicante\Desktop\Imagenes Contratos\112_Logo.jpg,0
113,"VILLEGAS VERIFICADORES, S.C.",AV. HIMNO NACIONAL. ,4570,,HIMNO NACIONAL.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Ing. Armando Villegas Perez.,,avp@villegasverificadores.com,svm@villegasverificadores.com,(444) 815-32-53,01 444 839 02 48,D:\Practicante\Desktop\Imagenes Contratos\113_Logo.jpg,0
114,"GUTIERREZ ALCANTARA INGENIEROS CONSTRUCTORES, S.A. DE C.V.",PANFILO NATERA.,799,,LA ANGOSTURA.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Ing. Eugenio Gutiérrez.,486 106 36 67,gaicsa@hotmail.com,eugken00@hotmail.com,01 444 823 79 37 ,01 444 408 32 88,,0
115,"VERIELEC, S.A. DE C.V.",JOAQUIN PARDAVE.,345,,JARDINES DEL ESTADIO.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Humberto Emilio Gonzalez.,,betogo22@prodigy.net.mx,verielec@gmail.com,01 444 818 47 83,,,0
116,"CHRISTUS MUGUERZA DEL PARQUE, S.A. DE C.V.",CALLE DR. PEDRO LEAL.,1802,,CENTRO.,,MEXICO.,CHIHUAHUA.,CHI.,Norma Judith Loera Montoya .,,judithloera@christus.mx,elisa.guerrero@christus.mx,(614) 439-79-79  Ext.1059,,,0
117,"CLINICA DEL CENTRO, S.A. DE C.V.",CALLE OJINAGA. ,816,,CENTRO.,,MEXICO.,CHIHUAHUA.,CHI.,Ivan Hernandez Legarreta.,,info@clinicadelcentro.com,relacionespublicas@clinicadelcentro.com,01 614 439 81 00,01 614 439 81 00  EXT. 81 69,,0
118,HERNANDEZ CARRANZA MARIA ,CALLE ARGENTINA. ,131,,SAN FRANCISCO.,,MEXICO.,SAN LUIS POTOSI.,SOLEDAD DE GRACIANO S.,Roberto Lugo V., 044-44-42-39-17-38,sopayel1@hotmail.com,, 444 817 97 10,,,0
119,LOPEZ JUREGUI FRANCISCO,CALLE VILLERIAS. ,239,,SAUCITO.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Francisco Lopez Juregui ., 444 351-89-52  ,flwelding@yahoo.com,,444 477 90 43,,,0
120,"CONSTRUCTORA PUEGO, S.A. DE C.V.",AV. AMPLIACION.,180,,ZONA INDUSTRIAL.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Arq. Karla K. Puente.,444 165 19 63,ventas@prodecomx.com,karla.puente@prodecomx.com,444 825 43 30 / 40,,D:\Practicante\Desktop\Imagenes Contratos\120_Logo.jpg,0
121,"MICROMED, S.A. DE C.V.",CALLE GRAL. SOSTENES ROCHA.,28,,MAGDALENA MIXUCA.,,MEXICO.,CDMX.,CDMX.,Dra. Dolores Vargas Lopez.,,micromed@microanalisis.com,facturacion_mm@microanalisis.com, 01 555 768 77 44 EXT. 4000,,D:\Practicante\Desktop\Imagenes Contratos\121_Logo.jpg,0
122,"NALCO DE MEXICO, S. DE R.L. DE C.V.",AV.SANTA FE. P.6,440,,SANTAFE.,,MEXICO.,CDMX.,CDMX.,Ing. Carlos de Jesús Martínez Camarillo.,444 118 6126 ,cmartinez@nalco.com,fgarcia@nalco.com,444 817 0780 ,,D:\Practicante\Desktop\Imagenes Contratos\122_Logo.jpg,0
123,"CHEMTREAT MEXICO, S. DE R.L. DE C.V.",AV. XOLA.  P.7,535,,DEL VALLE.,,MEXICO.,CDMX.,CDMX.,Ing. Dayan Castillo., (444) 184 4652,dayanc@chemtreat.com,manuelv@chemtreat.com,01(444) 441744821, 01 (55) 11070850     ,,0
124,"TRATAMIENTO DE AGUA SYPYSA, S.A. DE C.V.",CALZADA CIRCUNVALACION PONIENTE. ,231,,CIUDAD GRANJA.,,MEXICO.,JALISCO.,ZAPOPAN.,Ing. Juan Carlos Lemus.,,sypysaslp@sypysa.com.mx,administracionslp@sypysa.com.mx,444 824 02 33,444 824 25 17,D:\Practicante\Desktop\Imagenes Contratos\124_Logo.jpg,0
125,"ANALISIS QUIMICOS DEL CENTRO, S.A. DE C.V.",AV. DE TRABAJO. ,315,,BUROCRATA.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,María Elena del Río.,,aqcelena@hotmail.com,,01 448 833 83 23,,,0
126,GALVAN GALVAN RODOLFO,VICTOR ROSALES. ,327,,TEQUISQUIAPAN.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Rodolfo Galvan Galvan.,,rgalvan3@prodigy.net.mx,,01-444-8173219,01 444 811 10 82,D:\Practicante\Desktop\Imagenes Contratos\126_Logo.jpg,0
127,RODAMSAT INFORMATICA Y TELECOMUN ICACIONES S.A. DE C.V.,AVE.HIMNO NACIONAL.,3705-A,,JARDINES DEL ESTADIO.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Ing. Juan Carlos Romero.,"Nex 72*819049*1, Tel. 444 197 3006",jromero@rodamsat.com.mx,info@rodam.com.mx,01 444 820 60 58,TEL. 444 197 30 06,,0
128,CONSULTORIA INTEGRAL EN SISTEMAS Y TELECOMUNICACIONES S.A. DE C.V.,ORQUIDEAS.,150,,FRACC. BUGAMBILIAS,,MEXICO.,SAN LUIS POTOSI.,SOLEDAD DE GRACIANO S.,Ing. Elizabeth María Inés Ruiz.,,elizabethruiz@cistel.com.mx,jesusgutierrez@cistel.com.mx,444 812 92 32 EXT. 108,44 812 32 63,D:\Practicante\Desktop\Imagenes Contratos\128_Logo.jpg,0
129,"DATATEL TRANSPORTADOR DE INFORMACION, S.A. DE C.V. ",LERDO DE TEJADA. ,3710,, LAS GRANJAS.,,MEXICO.,CHIHUAHUA.,CHI.,,,rgarcia@datatel.com.mx,,(614) 414-2402,,,0
130,GUTIERREZ DOMINGUEZ CESAR HORACIO,BARTOLOME DE MEDINA. , 54- A,,CENTRO.,,MEXICO.,CHIHUAHUA.,HIDALGO DEL PARRAL.,Cesar Horacio Gutierrez Dominguez.,,radcomparral@hotmail.com,,01 627 523 00 33,,,0
131,HERNANDEZ URIBE ANGELICA ,SECCION 20.,21,,INFONAVIT MINERO.,,MEXICO.,CHIHUAHUA.,HIDALGO DEL PARRAL.,Jose Guadalupe Aguirre.,627 114 14 90,conangelikhu_@hotmail.com,selena_aguirre@hotmail.com,627 523 15 97,,,0
132,"FRANRA, S.A DE C.V.",CATEDRATICOS. ,146,,HIMNO NACIONAL.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Francisco Arzola.,,arzola4907@prodigy.net.mx ,claudia7212@prodigy.net.mx,01 (627) 108 96 99,,,0
133,CASTILLO ONTIVEROS JOSE LUIS ,INDEPENDENCIA. ,350,,CENTRO.,,MEXICO.,CHIHUAHUA.,HIDALGO DEL PARRAL.,Jose Luis Castillo Ontiveros.,,castilloarquitectorespaldo@hotmail.com,,01 (627) 523 18 03,01 (627) 523 02 11,,0
134,HOLGUIN MANUEL,16 DE SEPTIEMBRE. ,34,,CENTRO.,,MEXICO.,CHIHUAHUA.,SANTA BARBARA.,Manuel Holguin.,,k.api60@hotmail.com,,01 627 113 01 63,,,0
135,"CAMINOS Y CONSTRUCCIONES GANTI, S.A. DE C.V.",NARDO ,114,,JARDINES DEL SANTUARIO.,,MEXICO.,CHIHUAHUA.,MEOQUI.,M.I. Cesar Arturo Garcia Garcia.,(614) 278-1675,cgarcia@ganti.com.mx,aantillon@ganti.com.mx,. (614) 63.3421,614 239 92 63,D:\Practicante\Desktop\Imagenes Contratos\135_Logo.jpg,0
136,"GEOSOLS GEOTECNIA Y CONTROL DE CALIDAD, S.A. DE C.V.",CALLE DEL TORDO.,,,ARBOLEDAS.,,MEXICO.,CHIHUAHUA.,CHI.,M.I. José Carlos Montero De Anda.,,geosols.ingenieria@gmail.com,,01 614 277 17 88,01 614 255 51 71,D:\Practicante\Desktop\Imagenes Contratos\136_Logo.jpg,0
137,FERRO CAMARENA JUAN CARLOS,CALLE 11,,,VILLA JUAREZ.,,MEXICO.,CHIHUAHUA.,CHI.,Juan Carlos Ferro Camarena.,614 223 16 69,lesachihuahua@hotmail.com,lesachihuahua29@hotmail.com,614 307 03 88,,D:\Practicante\Desktop\Imagenes Contratos\137_Logo.jpg,0
138,"CORPORACION AMBIENTAL DE MEXICO,S.A. DE C.V.","PATRICIO SANZ NO.TORRE 2, PISO 6.",1609,,DEL VALLE SUR. ,,MEXICO.,CDMX.,DEL. BENITO JUAREZ.,Ing. Alexis Lòpez Navarro.,52 1 (55) 49244366,alopez@cam-mx.com,cesar.urbina@cam-mx.com,52 (55) 5538 0727 ,"01 (55) 5538 4693, ext. 1306",D:\Practicante\Desktop\Imagenes Contratos\138_Logo.jpg,0
139,"CORPORATIVO DE PROTECCION SEGURIDAD PRIVADA Y SERVICIOS ESPECIALIZADOS, S.A. DE C.V.",PRIV. DE REVILLA. ,4607-B,,CUARTELES,,MEXICO.,CHIHUAHUA.,CHI.,LIC. LIZETH ADRIANA CAZARES CARBAJAL.,614 142 05 70,ventas@coprose.com.mx,,614 411 29 29,614 411-73-76,D:\Practicante\Desktop\Imagenes Contratos\139_Logo.jpg,0
140,GUERRERO RANGEL ALEJANDRO FABIAN,CALLE 20 DE NOVIEMBRE.,16,,CENTRO.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Alejandro Fabian Guerrero Rangel.,,fabiangro76@hotmail.com,,01 (486) 852 02 21 ,,,0
141,"GUAMARES TRANSPORTES, S.A. DE C. V.",CALLE 20 DE ENERO.,70,,SN. ANTONIO,,MEXICO.,GUANAJUATO.,SN. MIGUEL DE ALLENDE.,Guadalupe Gomez.,,guadalupe.gomez@guamares.com,,01 415 103 51 83,,,0
142,"TRANSPORTES ESPECIALIZADOS JUSA,S.A. DE C.V.",2A. PRIVADA DE LA CANDELARIA. ,21,,CENTRO.,,MEXICO.,ZACATECAS.,ZACATECAS.,Adriana Tagle Mercado.,,cobranza@jusa.com.mx,transportadora@jusa.com.mx,01 433 935 00 64, 01(433) 935 09 30,,0
143,"JARO CONTRATISTAS, S.A. DE C.V",GRAL. ROCHA. ,135-2,,MODERNA.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Verónica Pérez Gárate   .,,jarocontratistas@yahoo.com.mx,,444. 8.33.75.61  ,444  8.33.64.92,D:\Practicante\Desktop\Imagenes Contratos\143_Logo.jpg,0
144,"KYPCON INGENIEROS CIVILES, S.A DE C.V.",AGUSTIN VERA. ,335,, TEQUISQUIAPAN.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Alma Isela Hernandez Martinez.,,presupuestos@kypcon.com,riverocat@hotmail.com,01 444 128 39 09,01 444 130 95 61,D:\Practicante\Desktop\Imagenes Contratos\144_Logo.jpg,0
145,"MAPEIM, S.A. DE C.V.",CARR.FED.57 SAN LUIS-MEXICO.,82,,ARROYOS.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Vicente Avila.,444 379 49 54,ventas@mapeim.com,,01 444 799 74 12,,D:\Practicante\Desktop\Imagenes Contratos\145_Logo.jpg,0
146,CLAUDIA DEL RIO SALAZAR,PONCIANO ARRIAGA. ,3260,,RIVAS GUILLEN.,,MEXICO.,SAN LUIS POTOSI.,SOLEDAD DE GRACIANO S.,Claudia Del rio Salazar.,444 856 33 36,cdelrios@gmail.com,,444 822 10 15,,,0
147,"LYA QUALITAT, S.A. DE C.V.",CALLE EULER.,152,,CHAPULTEPEC MORALES.,,MEXICO.,CDMX.,MIGUEL HIDALGO.,Ing. Mónica Llanas Quezada.,Nextel 4331-5545,ventas@dsiqualitat.com,ingenieria@dsiqualitat.com,(01) 55 1553 2842,,,0
148,CALZADA GONZALEZ RICARDO,CERRO DE BOLIVAR. ,210,,LOMAS DE SN. LUIS 4a. SECC.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Ricardo Calzada Gonzalez.,044 44 42 02 69 08,ger_calzada@hotmail.com,rcalzada_go@hotmail.com,444 825 40 34,444 825 01 23,,0
149,"SERVICIOS ECOLOGICOS Y RECICLADOS, S. DE R.L. M.I. ",CALLE CERRO BLANCO.,137,,GRANJAS ESMERALDA.,,MEXICO.,CHIHUAHUA.,HIDALGO DEL PARRAL.,Ing. Sergio Morales.,,serecol@serviciosecologicosyreciclados.com,abraham-g-p@hotmail.com,01 627 525 3848,01 627 525 4001 ,,0
150,"RESIDUOS INDUSTRIALES MULTIQUIM, S.A. DE C.V.",CAMINO A SAN JOSÉ DE GRACIA CARR SILAO-ROMITA KM 2.5 ,S/N,,FRACC. SAN BARTOLO,,MEXICO.,GUANAJUATO.,SILAO.,Primo Martínez Martínez.,477 700 16 45,primo.martinez@veolia.com,galo-marcel.guerrero@veolia.com,472 722 50 33  ,,,0
151,"SOLUCIONES Y TRATAMIENTO ECOLOGICOS, S.A.P.I. DE  C.V.",CALLE TRES. ,47,,INDUSTRIAL NAUCALPAN DE JUÁREZ.,,MEXICO.,CDMX.,NAUCALPAN DE JUAREZ.,Miguel Ricardo Mellado Rojas.,812 621 41 43,mmellado@sytesa.com.mx,logistica@sytesa.com.mx,01 800 0502020,,D:\Practicante\Desktop\Imagenes Contratos\151_Logo.jpg,0
152,"GRUPO CONSTRUCTOR AQUILES, S.A. DE C.V.",CALLE CIRCUITO CUMBRES VERDES.,121,,RESIDENCIAL CUMBRES.,,MEXICO.,SAN LUIS POTOSI.,S.L.P.,Ing. Luis Daniel Falcon Sanchez.,,direccion@gcaquiles.com,facturacion@gcaquiles.com,444 841 44 80,444 166 37 36,D:\Practicante\Desktop\Imagenes Contratos\152_Logo.jpg,0
153,ZARATE LUPERCIO ALEJANDRO ,CALLE PASEO DE LOS AGAPANDOS.,207,,PARQUES DE LA CAÑADA.,,MEXICO.,COAHUILA.,SALTILLO.,Ing. Alejandro Zarate Lupercio.,844 419 05 87,alejandro.zarate@gaiac.com.mx,erika0281@gmail.com,01 844 111 99 13,,,0
